sample_idx,event_name,split,input_start_utc,target_end_utc,target_mean_frp,target_max_frp,in_T0
8769,me_n_a_2017_0707,train,2017-07-10T01:00:00.000000000,2017-07-12T12:00:00.000000000,113.82500457763672,1078.800048828125,False
8770,me_n_a_2017_0707,train,2017-07-10T02:00:00.000000000,2017-07-12T13:00:00.000000000,177.25,1078.800048828125,False
8771,me_n_a_2017_0707,train,2017-07-10T03:00:00.000000000,2017-07-12T14:00:00.000000000,276.9583435058594,1196.5,False
8772,me_n_a_2017_0707,train,2017-07-10T04:00:00.000000000,2017-07-12T15:00:00.000000000,335.0333251953125,1196.5,False
8773,me_n_a_2017_0707,train,2017-07-10T05:00:00.000000000,2017-07-12T16:00:00.000000000,380.1333312988281,1196.5,False
8774,me_n_a_2017_0707,train,2017-07-10T06:00:00.000000000,2017-07-12T17:00:00.000000000,430.558349609375,1196.5,False
8775,me_n_a_2017_0707,train,2017-07-10T07:00:00.000000000,2017-07-12T18:00:00.000000000,474.9000244140625,1196.5,False
8776,me_n_a_2017_0707,train,2017-07-10T08:00:00.000000000,2017-07-12T19:00:00.000000000,505.5166931152344,1196.5,False
8777,me_n_a_2017_0707,train,2017-07-10T09:00:00.000000000,2017-07-12T20:00:00.000000000,505.5166931152344,1196.5,False
8778,me_n_a_2017_0707,train,2017-07-10T10:00:00.000000000,2017-07-12T21:00:00.000000000,505.5166931152344,1196.5,False
8779,me_n_a_2017_0707,train,2017-07-10T11:00:00.000000000,2017-07-12T22:00:00.000000000,505.5166320800781,1196.5,False
8780,me_n_a_2017_0707,train,2017-07-10T12:00:00.000000000,2017-07-12T23:00:00.000000000,481.5916748046875,1196.5,False
8781,me_n_a_2017_0707,train,2017-07-10T13:00:00.000000000,2017-07-13T00:00:00.000000000,395.3583679199219,1196.5,False
8782,me_n_a_2017_0707,train,2017-07-10T14:00:00.000000000,2017-07-13T01:00:00.000000000,331.933349609375,1196.5,False
8783,me_n_a_2017_0707,train,2017-07-10T15:00:00.000000000,2017-07-13T02:00:00.000000000,232.22499084472656,696.9000244140625,False
8784,me_n_a_2017_0707,train,2017-07-10T16:00:00.000000000,2017-07-13T03:00:00.000000000,174.15000915527344,605.0999755859375,False
8785,me_n_a_2017_0707,train,2017-07-10T17:00:00.000000000,2017-07-13T04:00:00.000000000,129.0500030517578,605.0999755859375,False
8786,me_n_a_2017_0707,train,2017-07-10T18:00:00.000000000,2017-07-13T05:00:00.000000000,86.6500015258789,532.0999755859375,False
8787,me_n_a_2017_0707,train,2017-07-10T19:00:00.000000000,2017-07-13T06:00:00.000000000,78.20000457763672,430.70001220703125,False
8788,me_n_a_2017_0707,train,2017-07-10T20:00:00.000000000,2017-07-13T07:00:00.000000000,60.4666633605957,430.70001220703125,False
8789,me_n_a_2017_0707,train,2017-07-10T21:00:00.000000000,2017-07-13T08:00:00.000000000,60.4666633605957,430.70001220703125,False
8790,me_n_a_2017_0707,train,2017-07-10T22:00:00.000000000,2017-07-13T09:00:00.000000000,60.4666633605957,430.70001220703125,False
8791,me_n_a_2017_0707,train,2017-07-10T23:00:00.000000000,2017-07-13T10:00:00.000000000,60.4666633605957,430.70001220703125,False
8792,me_n_a_2017_0707,train,2017-07-11T00:00:00.000000000,2017-07-13T11:00:00.000000000,60.466670989990234,430.70001220703125,False
8793,me_n_a_2017_0707,train,2017-07-11T01:00:00.000000000,2017-07-13T12:00:00.000000000,56.79999923706055,430.70001220703125,False
8794,me_n_a_2017_0707,train,2017-07-11T02:00:00.000000000,2017-07-13T13:00:00.000000000,56.80000305175781,430.70001220703125,False
8795,me_n_a_2017_0707,train,2017-07-11T03:00:00.000000000,2017-07-13T14:00:00.000000000,56.79999923706055,430.70001220703125,False
8796,me_n_a_2017_0707,train,2017-07-11T04:00:00.000000000,2017-07-13T15:00:00.000000000,56.80000305175781,430.70001220703125,False
8797,me_n_a_2017_0707,train,2017-07-11T05:00:00.000000000,2017-07-13T16:00:00.000000000,56.79999923706055,430.70001220703125,False
8798,me_n_a_2017_0707,train,2017-07-11T06:00:00.000000000,2017-07-13T17:00:00.000000000,61.0583381652832,430.70001220703125,False
8799,me_n_a_2017_0707,train,2017-07-11T07:00:00.000000000,2017-07-13T18:00:00.000000000,41.70000076293945,198.39999389648438,False
8800,me_n_a_2017_0707,train,2017-07-11T08:00:00.000000000,2017-07-13T19:00:00.000000000,51.31666564941406,270.0,False
8801,me_n_a_2017_0707,train,2017-07-11T09:00:00.000000000,2017-07-13T20:00:00.000000000,93.5666732788086,507.0,False
8802,me_n_a_2017_0707,train,2017-07-11T10:00:00.000000000,2017-07-13T21:00:00.000000000,93.5666732788086,507.0,False
8803,me_n_a_2017_0707,train,2017-07-11T11:00:00.000000000,2017-07-13T22:00:00.000000000,93.5666732788086,507.0,False
8804,me_n_a_2017_0707,train,2017-07-11T12:00:00.000000000,2017-07-13T23:00:00.000000000,93.5666732788086,507.0,False
8805,me_n_a_2017_0707,train,2017-07-11T13:00:00.000000000,2017-07-14T00:00:00.000000000,93.5666732788086,507.0,False
8806,me_n_a_2017_0707,train,2017-07-11T14:00:00.000000000,2017-07-14T01:00:00.000000000,93.5666732788086,507.0,False
8807,me_n_a_2017_0707,train,2017-07-11T15:00:00.000000000,2017-07-14T02:00:00.000000000,93.5666732788086,507.0,False
8808,me_n_a_2017_0707,train,2017-07-11T16:00:00.000000000,2017-07-14T03:00:00.000000000,93.5666732788086,507.0,False
8809,me_n_a_2017_0707,train,2017-07-11T17:00:00.000000000,2017-07-14T04:00:00.000000000,93.5666732788086,507.0,False
8810,me_n_a_2017_0707,train,2017-07-11T18:00:00.000000000,2017-07-14T05:00:00.000000000,81.28333282470703,507.0,False
8811,me_n_a_2017_0707,train,2017-07-11T19:00:00.000000000,2017-07-14T06:00:00.000000000,64.75,507.0,False
8812,me_n_a_2017_0707,train,2017-07-11T20:00:00.000000000,2017-07-14T07:00:00.000000000,42.25,507.0,False
8813,me_n_a_2017_0707,train,2017-07-11T21:00:00.000000000,2017-07-14T08:00:00.000000000,0.0,0.0,False
8814,me_n_a_2017_0707,train,2017-07-11T22:00:00.000000000,2017-07-14T09:00:00.000000000,11.800000190734863,141.60000610351562,False
8815,me_n_a_2017_0707,train,2017-07-11T23:00:00.000000000,2017-07-14T10:00:00.000000000,31.308334350585938,234.10000610351562,False
8816,me_n_a_2017_0707,train,2017-07-12T00:00:00.000000000,2017-07-14T11:00:00.000000000,31.308334350585938,234.10000610351562,False
8817,me_n_a_2017_0707,train,2017-07-12T01:00:00.000000000,2017-07-14T12:00:00.000000000,31.308334350585938,234.10000610351562,False
8818,me_n_a_2017_0707,train,2017-07-12T02:00:00.000000000,2017-07-14T13:00:00.000000000,31.308334350585938,234.10000610351562,False
8819,me_n_a_2017_0707,train,2017-07-12T03:00:00.000000000,2017-07-14T14:00:00.000000000,38.016666412353516,234.10000610351562,False
8820,me_n_a_2017_0707,train,2017-07-12T04:00:00.000000000,2017-07-14T15:00:00.000000000,38.016666412353516,234.10000610351562,False
8821,me_n_a_2017_0707,train,2017-07-12T05:00:00.000000000,2017-07-14T16:00:00.000000000,38.016666412353516,234.10000610351562,False
8822,me_n_a_2017_0707,train,2017-07-12T06:00:00.000000000,2017-07-14T17:00:00.000000000,38.016666412353516,234.10000610351562,False
8823,me_n_a_2017_0707,train,2017-07-12T07:00:00.000000000,2017-07-14T18:00:00.000000000,38.016666412353516,234.10000610351562,False
8824,me_n_a_2017_0707,train,2017-07-12T08:00:00.000000000,2017-07-14T19:00:00.000000000,38.016666412353516,234.10000610351562,False
8825,me_n_a_2017_0707,train,2017-07-12T09:00:00.000000000,2017-07-14T20:00:00.000000000,48.80833435058594,234.10000610351562,False
8826,me_n_a_2017_0707,train,2017-07-12T10:00:00.000000000,2017-07-14T21:00:00.000000000,43.20833206176758,234.10000610351562,False
8827,me_n_a_2017_0707,train,2017-07-12T11:00:00.000000000,2017-07-14T22:00:00.000000000,23.69999885559082,129.5,False
8828,me_n_a_2017_0707,train,2017-07-12T12:00:00.000000000,2017-07-14T23:00:00.000000000,23.69999885559082,129.5,False
8829,me_n_a_2017_0707,train,2017-07-12T13:00:00.000000000,2017-07-15T00:00:00.000000000,23.69999885559082,129.5,False
8830,me_n_a_2017_0707,train,2017-07-12T14:00:00.000000000,2017-07-15T01:00:00.000000000,23.69999885559082,129.5,False
8831,me_n_a_2017_0707,train,2017-07-12T15:00:00.000000000,2017-07-15T02:00:00.000000000,16.991666793823242,129.5,False
8832,me_n_a_2017_0707,train,2017-07-12T16:00:00.000000000,2017-07-15T03:00:00.000000000,16.991666793823242,129.5,False
8833,me_n_a_2017_0707,train,2017-07-12T17:00:00.000000000,2017-07-15T04:00:00.000000000,16.991666793823242,129.5,False
8834,me_n_a_2017_0707,train,2017-07-12T18:00:00.000000000,2017-07-15T05:00:00.000000000,16.991666793823242,129.5,False
8835,me_n_a_2017_0707,train,2017-07-12T19:00:00.000000000,2017-07-15T06:00:00.000000000,16.991666793823242,129.5,False
8836,me_n_a_2017_0707,train,2017-07-12T20:00:00.000000000,2017-07-15T07:00:00.000000000,16.991666793823242,129.5,False
8837,me_n_a_2017_0707,train,2017-07-12T21:00:00.000000000,2017-07-15T08:00:00.000000000,6.200000286102295,74.4000015258789,False
8838,me_n_a_2017_0707,train,2017-07-12T22:00:00.000000000,2017-07-15T09:00:00.000000000,5.424999713897705,65.0999984741211,False
8839,me_n_a_2017_0707,train,2017-07-12T23:00:00.000000000,2017-07-15T10:00:00.000000000,5.424999713897705,65.0999984741211,False
8840,me_n_a_2017_0707,train,2017-07-13T00:00:00.000000000,2017-07-15T11:00:00.000000000,5.424999713897705,65.0999984741211,False
8841,me_n_a_2017_0707,train,2017-07-13T01:00:00.000000000,2017-07-15T12:00:00.000000000,5.424999713897705,65.0999984741211,False
8842,me_n_a_2017_0707,train,2017-07-13T02:00:00.000000000,2017-07-15T13:00:00.000000000,5.424999713897705,65.0999984741211,False
8843,me_n_a_2017_0707,train,2017-07-13T03:00:00.000000000,2017-07-15T14:00:00.000000000,5.424999713897705,65.0999984741211,False
8844,me_n_a_2017_0707,train,2017-07-13T04:00:00.000000000,2017-07-15T15:00:00.000000000,5.424999713897705,65.0999984741211,False
8845,me_n_a_2017_0707,train,2017-07-13T05:00:00.000000000,2017-07-15T16:00:00.000000000,5.424999713897705,65.0999984741211,False
8846,me_n_a_2017_0707,train,2017-07-13T06:00:00.000000000,2017-07-15T17:00:00.000000000,5.424999713897705,65.0999984741211,False
8847,me_n_a_2017_0707,train,2017-07-13T07:00:00.000000000,2017-07-15T18:00:00.000000000,5.424999713897705,65.0999984741211,False
8848,me_n_a_2017_0707,train,2017-07-13T08:00:00.000000000,2017-07-15T19:00:00.000000000,5.424999713897705,65.0999984741211,False
8849,me_n_a_2017_0707,train,2017-07-13T09:00:00.000000000,2017-07-15T20:00:00.000000000,5.424999713897705,65.0999984741211,False
8850,me_n_a_2017_0707,train,2017-07-13T10:00:00.000000000,2017-07-15T21:00:00.000000000,0.0,0.0,False
8851,me_n_a_2017_0707,train,2017-07-13T11:00:00.000000000,2017-07-15T22:00:00.000000000,0.0,0.0,False
8852,me_n_a_2017_0707,train,2017-07-13T12:00:00.000000000,2017-07-15T23:00:00.000000000,0.0,0.0,False
8853,me_n_a_2017_0707,train,2017-07-13T13:00:00.000000000,2017-07-16T00:00:00.000000000,0.0,0.0,False
8854,me_n_a_2017_0707,train,2017-07-13T14:00:00.000000000,2017-07-16T01:00:00.000000000,0.0,0.0,False
8855,me_n_a_2017_0707,train,2017-07-13T15:00:00.000000000,2017-07-16T02:00:00.000000000,0.0,0.0,False
8856,me_n_a_2017_0707,train,2017-07-13T16:00:00.000000000,2017-07-16T03:00:00.000000000,0.0,0.0,False
8857,me_n_a_2017_0707,train,2017-07-13T17:00:00.000000000,2017-07-16T04:00:00.000000000,0.0,0.0,False
8858,me_n_a_2017_0707,train,2017-07-13T18:00:00.000000000,2017-07-16T05:00:00.000000000,0.0,0.0,False
8859,me_n_a_2017_0707,train,2017-07-13T19:00:00.000000000,2017-07-16T06:00:00.000000000,0.0,0.0,False
8860,me_n_a_2017_0707,train,2017-07-13T20:00:00.000000000,2017-07-16T07:00:00.000000000,0.0,0.0,False
8861,me_n_a_2017_0707,train,2017-07-13T21:00:00.000000000,2017-07-16T08:00:00.000000000,0.0,0.0,False
8862,me_n_a_2017_0707,train,2017-07-13T22:00:00.000000000,2017-07-16T09:00:00.000000000,0.0,0.0,False
8863,me_n_a_2017_0707,train,2017-07-13T23:00:00.000000000,2017-07-16T10:00:00.000000000,0.0,0.0,False
8864,me_n_a_2017_0707,train,2017-07-14T00:00:00.000000000,2017-07-16T11:00:00.000000000,0.0,0.0,False
8865,me_n_a_2017_0707,train,2017-07-14T01:00:00.000000000,2017-07-16T12:00:00.000000000,0.0,0.0,False
8866,me_n_a_2017_0707,train,2017-07-14T02:00:00.000000000,2017-07-16T13:00:00.000000000,0.0,0.0,False
8867,me_n_a_2017_0707,train,2017-07-14T03:00:00.000000000,2017-07-16T14:00:00.000000000,0.0,0.0,False
8868,me_n_a_2017_0707,train,2017-07-14T04:00:00.000000000,2017-07-16T15:00:00.000000000,0.0,0.0,False
8869,me_n_a_2017_0707,train,2017-07-14T05:00:00.000000000,2017-07-16T16:00:00.000000000,0.0,0.0,False
8870,me_n_a_2017_0707,train,2017-07-14T06:00:00.000000000,2017-07-16T17:00:00.000000000,4.116666793823242,49.400001525878906,False
8871,me_n_a_2017_0707,train,2017-07-14T07:00:00.000000000,2017-07-16T18:00:00.000000000,7.758333683013916,49.400001525878906,False
8872,me_n_a_2017_0707,train,2017-07-14T08:00:00.000000000,2017-07-16T19:00:00.000000000,7.758333683013916,49.400001525878906,False
8873,me_n_a_2017_0707,train,2017-07-14T09:00:00.000000000,2017-07-16T20:00:00.000000000,7.758333683013916,49.400001525878906,False
8874,me_n_a_2017_0707,train,2017-07-14T10:00:00.000000000,2017-07-16T21:00:00.000000000,7.758333683013916,49.400001525878906,False
8875,me_n_a_2017_0707,train,2017-07-14T11:00:00.000000000,2017-07-16T22:00:00.000000000,7.758333683013916,49.400001525878906,False
8876,me_n_a_2017_0707,train,2017-07-14T12:00:00.000000000,2017-07-16T23:00:00.000000000,7.758333683013916,49.400001525878906,False
8877,me_n_a_2020_0727,train,2020-07-27T00:00:00.000000000,2020-07-29T11:00:00.000000000,0.0,0.0,False
8878,me_n_a_2020_0727,train,2020-07-27T01:00:00.000000000,2020-07-29T12:00:00.000000000,0.0,0.0,False
8879,me_n_a_2020_0727,train,2020-07-27T02:00:00.000000000,2020-07-29T13:00:00.000000000,0.0,0.0,False
8880,me_n_a_2020_0727,train,2020-07-27T03:00:00.000000000,2020-07-29T14:00:00.000000000,0.0,0.0,False
8881,me_n_a_2020_0727,train,2020-07-27T04:00:00.000000000,2020-07-29T15:00:00.000000000,0.0,0.0,False
8882,me_n_a_2020_0727,train,2020-07-27T05:00:00.000000000,2020-07-29T16:00:00.000000000,0.0,0.0,False
8883,me_n_a_2020_0727,train,2020-07-27T06:00:00.000000000,2020-07-29T17:00:00.000000000,0.0,0.0,False
8884,me_n_a_2020_0727,train,2020-07-27T07:00:00.000000000,2020-07-29T18:00:00.000000000,0.0,0.0,False
8885,me_n_a_2020_0727,train,2020-07-27T08:00:00.000000000,2020-07-29T19:00:00.000000000,0.0,0.0,False
8886,me_n_a_2020_0727,train,2020-07-27T09:00:00.000000000,2020-07-29T20:00:00.000000000,0.0,0.0,False
8887,me_n_a_2020_0727,train,2020-07-27T10:00:00.000000000,2020-07-29T21:00:00.000000000,0.0,0.0,False
8888,me_n_a_2020_0727,train,2020-07-27T11:00:00.000000000,2020-07-29T22:00:00.000000000,0.0,0.0,False
8889,me_n_a_2020_0727,train,2020-07-27T12:00:00.000000000,2020-07-29T23:00:00.000000000,0.0,0.0,False
8890,me_n_a_2020_0727,train,2020-07-27T13:00:00.000000000,2020-07-30T00:00:00.000000000,0.0,0.0,False
8891,me_n_a_2020_0727,train,2020-07-27T14:00:00.000000000,2020-07-30T01:00:00.000000000,0.0,0.0,False
8892,me_n_a_2020_0727,train,2020-07-27T15:00:00.000000000,2020-07-30T02:00:00.000000000,0.0,0.0,False
8893,me_n_a_2020_0727,train,2020-07-27T16:00:00.000000000,2020-07-30T03:00:00.000000000,0.0,0.0,False
8894,me_n_a_2020_0727,train,2020-07-27T17:00:00.000000000,2020-07-30T04:00:00.000000000,0.0,0.0,False
8895,me_n_a_2020_0727,train,2020-07-27T18:00:00.000000000,2020-07-30T05:00:00.000000000,0.0,0.0,False
8896,me_n_a_2020_0727,train,2020-07-27T19:00:00.000000000,2020-07-30T06:00:00.000000000,0.0,0.0,False
8897,me_n_a_2020_0727,train,2020-07-27T20:00:00.000000000,2020-07-30T07:00:00.000000000,0.0,0.0,False
8898,me_n_a_2020_0727,train,2020-07-27T21:00:00.000000000,2020-07-30T08:00:00.000000000,0.0,0.0,False
8899,me_n_a_2020_0727,train,2020-07-27T22:00:00.000000000,2020-07-30T09:00:00.000000000,0.0,0.0,False
8900,me_n_a_2020_0727,train,2020-07-27T23:00:00.000000000,2020-07-30T10:00:00.000000000,0.0,0.0,False
8901,me_n_a_2020_0727,train,2020-07-28T00:00:00.000000000,2020-07-30T11:00:00.000000000,0.0,0.0,False
8902,me_n_a_2020_0727,train,2020-07-28T01:00:00.000000000,2020-07-30T12:00:00.000000000,0.0,0.0,False
8903,me_n_a_2020_0727,train,2020-07-28T02:00:00.000000000,2020-07-30T13:00:00.000000000,0.0,0.0,False
8904,me_n_a_2020_0727,train,2020-07-28T03:00:00.000000000,2020-07-30T14:00:00.000000000,0.0,0.0,False
8905,me_n_a_2020_0727,train,2020-07-28T04:00:00.000000000,2020-07-30T15:00:00.000000000,0.0,0.0,False
8906,me_n_a_2020_0727,train,2020-07-28T05:00:00.000000000,2020-07-30T16:00:00.000000000,0.0,0.0,False
8907,me_n_a_2020_0727,train,2020-07-28T06:00:00.000000000,2020-07-30T17:00:00.000000000,0.0,0.0,False
8908,me_n_a_2020_0727,train,2020-07-28T07:00:00.000000000,2020-07-30T18:00:00.000000000,0.0,0.0,False
8909,me_n_a_2020_0727,train,2020-07-28T08:00:00.000000000,2020-07-30T19:00:00.000000000,0.0,0.0,False
8910,me_n_a_2020_0727,train,2020-07-28T09:00:00.000000000,2020-07-30T20:00:00.000000000,0.0,0.0,False
8911,me_n_a_2020_0727,train,2020-07-28T10:00:00.000000000,2020-07-30T21:00:00.000000000,0.0,0.0,False
8912,me_n_a_2020_0727,train,2020-07-28T11:00:00.000000000,2020-07-30T22:00:00.000000000,0.0,0.0,False
8913,me_n_a_2020_0727,train,2020-07-28T12:00:00.000000000,2020-07-30T23:00:00.000000000,0.0,0.0,False
8914,me_n_a_2020_0727,train,2020-07-28T13:00:00.000000000,2020-07-31T00:00:00.000000000,0.0,0.0,False
8915,me_n_a_2020_0727,train,2020-07-28T14:00:00.000000000,2020-07-31T01:00:00.000000000,0.0,0.0,False
8916,me_n_a_2020_0727,train,2020-07-28T15:00:00.000000000,2020-07-31T02:00:00.000000000,0.0,0.0,False
8917,me_n_a_2020_0727,train,2020-07-28T16:00:00.000000000,2020-07-31T03:00:00.000000000,0.0,0.0,False
8918,me_n_a_2020_0727,train,2020-07-28T17:00:00.000000000,2020-07-31T04:00:00.000000000,0.0,0.0,False
8919,me_n_a_2020_0727,train,2020-07-28T18:00:00.000000000,2020-07-31T05:00:00.000000000,0.0,0.0,False
8920,me_n_a_2020_0727,train,2020-07-28T19:00:00.000000000,2020-07-31T06:00:00.000000000,0.0,0.0,False
8921,me_n_a_2020_0727,train,2020-07-28T20:00:00.000000000,2020-07-31T07:00:00.000000000,0.0,0.0,False
8922,me_n_a_2020_0727,train,2020-07-28T21:00:00.000000000,2020-07-31T08:00:00.000000000,0.0,0.0,False
8923,me_n_a_2020_0727,train,2020-07-28T22:00:00.000000000,2020-07-31T09:00:00.000000000,0.0,0.0,False
8924,me_n_a_2020_0727,train,2020-07-28T23:00:00.000000000,2020-07-31T10:00:00.000000000,0.0,0.0,False
8925,me_n_a_2020_0727,train,2020-07-29T00:00:00.000000000,2020-07-31T11:00:00.000000000,0.0,0.0,False
8926,me_n_a_2020_0727,train,2020-07-29T01:00:00.000000000,2020-07-31T12:00:00.000000000,0.0,0.0,False
8927,me_n_a_2020_0727,train,2020-07-29T02:00:00.000000000,2020-07-31T13:00:00.000000000,0.0,0.0,False
8928,me_n_a_2020_0727,train,2020-07-29T03:00:00.000000000,2020-07-31T14:00:00.000000000,0.0,0.0,False
8929,me_n_a_2020_0727,train,2020-07-29T04:00:00.000000000,2020-07-31T15:00:00.000000000,0.0,0.0,False
8930,me_n_a_2020_0727,train,2020-07-29T05:00:00.000000000,2020-07-31T16:00:00.000000000,0.0,0.0,False
8931,me_n_a_2020_0727,train,2020-07-29T06:00:00.000000000,2020-07-31T17:00:00.000000000,0.0,0.0,False
8932,me_n_a_2020_0727,train,2020-07-29T07:00:00.000000000,2020-07-31T18:00:00.000000000,0.0,0.0,False
8933,me_n_a_2020_0727,train,2020-07-29T08:00:00.000000000,2020-07-31T19:00:00.000000000,0.0,0.0,False
8934,me_n_a_2020_0727,train,2020-07-29T09:00:00.000000000,2020-07-31T20:00:00.000000000,0.0,0.0,False
8935,me_n_a_2020_0727,train,2020-07-29T10:00:00.000000000,2020-07-31T21:00:00.000000000,0.0,0.0,False
8936,me_n_a_2020_0727,train,2020-07-29T11:00:00.000000000,2020-07-31T22:00:00.000000000,0.0,0.0,False
8937,me_n_a_2020_0727,train,2020-07-29T12:00:00.000000000,2020-07-31T23:00:00.000000000,0.0,0.0,False
8938,me_n_a_2020_0727,train,2020-07-29T13:00:00.000000000,2020-08-01T00:00:00.000000000,0.0,0.0,False
8939,me_n_a_2020_0727,train,2020-07-29T14:00:00.000000000,2020-08-01T01:00:00.000000000,0.0,0.0,False
8940,me_n_a_2020_0727,train,2020-07-29T15:00:00.000000000,2020-08-01T02:00:00.000000000,0.0,0.0,False
8941,me_n_a_2020_0727,train,2020-07-29T16:00:00.000000000,2020-08-01T03:00:00.000000000,0.0,0.0,False
8942,me_n_a_2020_0727,train,2020-07-29T17:00:00.000000000,2020-08-01T04:00:00.000000000,0.0,0.0,False
8943,me_n_a_2020_0727,train,2020-07-29T18:00:00.000000000,2020-08-01T05:00:00.000000000,0.0,0.0,False
8944,me_n_a_2020_0727,train,2020-07-29T19:00:00.000000000,2020-08-01T06:00:00.000000000,0.0,0.0,False
8945,me_n_a_2020_0727,train,2020-07-29T20:00:00.000000000,2020-08-01T07:00:00.000000000,0.0,0.0,False
8946,me_n_a_2020_0727,train,2020-07-29T21:00:00.000000000,2020-08-01T08:00:00.000000000,0.0,0.0,False
8947,me_n_a_2020_0727,train,2020-07-29T22:00:00.000000000,2020-08-01T09:00:00.000000000,0.0,0.0,False
8948,me_n_a_2020_0727,train,2020-07-29T23:00:00.000000000,2020-08-01T10:00:00.000000000,0.0,0.0,False
8949,me_n_a_2020_0727,train,2020-07-30T00:00:00.000000000,2020-08-01T11:00:00.000000000,0.0,0.0,False
8950,me_n_a_2020_0727,train,2020-07-30T01:00:00.000000000,2020-08-01T12:00:00.000000000,0.0,0.0,False
8951,me_n_a_2020_0727,train,2020-07-30T02:00:00.000000000,2020-08-01T13:00:00.000000000,0.0,0.0,False
8952,me_n_a_2020_0727,train,2020-07-30T03:00:00.000000000,2020-08-01T14:00:00.000000000,0.0,0.0,False
8953,me_n_a_2020_0727,train,2020-07-30T04:00:00.000000000,2020-08-01T15:00:00.000000000,0.0,0.0,False
8954,me_n_a_2020_0727,train,2020-07-30T05:00:00.000000000,2020-08-01T16:00:00.000000000,0.0,0.0,False
8955,me_n_a_2020_0727,train,2020-07-30T06:00:00.000000000,2020-08-01T17:00:00.000000000,0.0,0.0,False
8956,me_n_a_2020_0727,train,2020-07-30T07:00:00.000000000,2020-08-01T18:00:00.000000000,5.183333396911621,62.20000076293945,False
8957,me_n_a_2020_0727,train,2020-07-30T08:00:00.000000000,2020-08-01T19:00:00.000000000,5.183333396911621,62.20000076293945,False
8958,me_n_a_2020_0727,train,2020-07-30T09:00:00.000000000,2020-08-01T20:00:00.000000000,5.183333396911621,62.20000076293945,False
8959,me_n_a_2020_0727,train,2020-07-30T10:00:00.000000000,2020-08-01T21:00:00.000000000,5.183333396911621,62.20000076293945,False
8960,me_n_a_2020_0727,train,2020-07-30T11:00:00.000000000,2020-08-01T22:00:00.000000000,5.183333396911621,62.20000076293945,False
8961,me_n_a_2020_0727,train,2020-07-30T12:00:00.000000000,2020-08-01T23:00:00.000000000,5.183333396911621,62.20000076293945,False
8962,me_n_a_2020_0727,train,2020-07-30T13:00:00.000000000,2020-08-02T00:00:00.000000000,5.183333396911621,62.20000076293945,False
8963,me_n_a_2020_0727,train,2020-07-30T14:00:00.000000000,2020-08-02T01:00:00.000000000,5.183333396911621,62.20000076293945,False
8964,me_n_a_2020_0727,train,2020-07-30T15:00:00.000000000,2020-08-02T02:00:00.000000000,5.183333396911621,62.20000076293945,False
8965,me_n_a_2020_0727,train,2020-07-30T16:00:00.000000000,2020-08-02T03:00:00.000000000,5.183333396911621,62.20000076293945,False
8966,me_n_a_2020_0727,train,2020-07-30T17:00:00.000000000,2020-08-02T04:00:00.000000000,5.183333396911621,62.20000076293945,False
8967,me_n_a_2020_0727,train,2020-07-30T18:00:00.000000000,2020-08-02T05:00:00.000000000,5.183333396911621,62.20000076293945,False
8968,me_n_a_2020_0727,train,2020-07-30T19:00:00.000000000,2020-08-02T06:00:00.000000000,0.0,0.0,False
8969,me_n_a_2020_0727,train,2020-07-30T20:00:00.000000000,2020-08-02T07:00:00.000000000,0.0,0.0,False
8970,me_n_a_2020_0727,train,2020-07-30T21:00:00.000000000,2020-08-02T08:00:00.000000000,0.0,0.0,False
8971,me_n_a_2020_0727,train,2020-07-30T22:00:00.000000000,2020-08-02T09:00:00.000000000,3.299999952316284,39.599998474121094,False
8972,me_n_a_2020_0727,train,2020-07-30T23:00:00.000000000,2020-08-02T10:00:00.000000000,3.299999952316284,39.599998474121094,False
8973,me_n_a_2020_0727,train,2020-07-31T00:00:00.000000000,2020-08-02T11:00:00.000000000,9.149999618530273,70.19999694824219,False
8974,me_n_a_2020_0727,train,2020-07-31T01:00:00.000000000,2020-08-02T12:00:00.000000000,9.149999618530273,70.19999694824219,False
8975,me_n_a_2020_0727,train,2020-07-31T02:00:00.000000000,2020-08-02T13:00:00.000000000,27.17500114440918,216.3000030517578,False
8976,me_n_a_2020_0727,train,2020-07-31T03:00:00.000000000,2020-08-02T14:00:00.000000000,31.491666793823242,216.3000030517578,False
8977,me_n_a_2020_0727,train,2020-07-31T04:00:00.000000000,2020-08-02T15:00:00.000000000,31.491666793823242,216.3000030517578,False
8978,me_n_a_2020_0727,train,2020-07-31T05:00:00.000000000,2020-08-02T16:00:00.000000000,34.53333282470703,216.3000030517578,False
8979,me_n_a_2020_0727,train,2020-07-31T06:00:00.000000000,2020-08-02T17:00:00.000000000,34.53333282470703,216.3000030517578,False
8980,me_n_a_2020_0727,train,2020-07-31T07:00:00.000000000,2020-08-02T18:00:00.000000000,34.53333282470703,216.3000030517578,False
8981,me_n_a_2020_0727,train,2020-07-31T08:00:00.000000000,2020-08-02T19:00:00.000000000,34.53333282470703,216.3000030517578,False
8982,me_n_a_2020_0727,train,2020-07-31T09:00:00.000000000,2020-08-02T20:00:00.000000000,34.53333282470703,216.3000030517578,False
8983,me_n_a_2020_0727,train,2020-07-31T10:00:00.000000000,2020-08-02T21:00:00.000000000,31.23333168029785,216.3000030517578,False
8984,me_n_a_2020_0727,train,2020-07-31T11:00:00.000000000,2020-08-02T22:00:00.000000000,31.23333168029785,216.3000030517578,False
