sample_idx,event_name,split,input_start_utc,target_end_utc,target_mean_frp,target_max_frp
2927,bejis_2022,train,2022-08-16T10:00:00.000000000,2022-08-19T04:00:00.000000000,3401.016357421875,10576.2001953125
2928,bejis_2022,train,2022-08-16T11:00:00.000000000,2022-08-19T05:00:00.000000000,2705.449951171875,8399.0
2929,bejis_2022,train,2022-08-16T12:00:00.000000000,2022-08-19T06:00:00.000000000,2102.833251953125,4397.10009765625
2930,bejis_2022,train,2022-08-16T13:00:00.000000000,2022-08-19T07:00:00.000000000,1803.3583984375,3896.699951171875
2931,bejis_2022,train,2022-08-16T14:00:00.000000000,2022-08-19T08:00:00.000000000,1586.8499755859375,2857.199951171875
2932,bejis_2022,train,2022-08-16T17:00:00.000000000,2022-08-19T09:00:00.000000000,1534.625,2857.199951171875
2933,bejis_2022,train,2022-08-16T18:00:00.000000000,2022-08-19T10:00:00.000000000,1619.5665283203125,2857.199951171875
2934,bejis_2022,train,2022-08-16T19:00:00.000000000,2022-08-19T11:00:00.000000000,1786.1666259765625,3587.39990234375
2935,bejis_2022,train,2022-08-16T20:00:00.000000000,2022-08-19T12:00:00.000000000,2329.808349609375,7143.5
2936,bejis_2022,train,2022-08-16T21:00:00.000000000,2022-08-19T13:00:00.000000000,2851.016845703125,7143.5
2937,bejis_2022,train,2022-08-16T22:00:00.000000000,2022-08-19T14:00:00.000000000,3219.599609375,7143.5
2938,bejis_2022,train,2022-08-16T23:00:00.000000000,2022-08-19T15:00:00.000000000,3097.508544921875,7143.5
2939,bejis_2022,train,2022-08-17T00:00:00.000000000,2022-08-19T16:00:00.000000000,2947.658203125,7143.5
2940,bejis_2022,train,2022-08-17T01:00:00.000000000,2022-08-19T17:00:00.000000000,2765.300048828125,7143.5
2941,bejis_2022,train,2022-08-17T02:00:00.000000000,2022-08-19T18:00:00.000000000,2668.0,7143.5
2942,bejis_2022,train,2022-08-17T03:00:00.000000000,2022-08-19T19:00:00.000000000,2601.050048828125,7143.5
2943,bejis_2022,train,2022-08-17T04:00:00.000000000,2022-08-19T20:00:00.000000000,2492.833251953125,7143.5
2944,bejis_2022,train,2022-08-17T05:00:00.000000000,2022-08-19T21:00:00.000000000,2332.566650390625,7143.5
2945,bejis_2022,train,2022-08-17T06:00:00.000000000,2022-08-19T22:00:00.000000000,2096.891845703125,7143.5
2946,bejis_2022,train,2022-08-17T07:00:00.000000000,2022-08-19T23:00:00.000000000,1797.9417724609375,7143.5
2947,bejis_2022,train,2022-08-17T08:00:00.000000000,2022-08-20T00:00:00.000000000,1202.6500244140625,6939.0
2948,bejis_2022,train,2022-08-17T09:00:00.000000000,2022-08-20T01:00:00.000000000,624.3999633789062,5201.39990234375
2949,bejis_2022,train,2022-08-17T10:00:00.000000000,2022-08-20T02:00:00.000000000,190.95001220703125,1392.0999755859375
2950,bejis_2022,train,2022-08-17T11:00:00.000000000,2022-08-20T03:00:00.000000000,74.94166564941406,858.2000122070312
2951,bejis_2022,train,2022-08-17T12:00:00.000000000,2022-08-20T04:00:00.000000000,3.424999952316284,41.099998474121094
2952,bejis_2022,train,2022-08-17T13:00:00.000000000,2022-08-20T05:00:00.000000000,0.0,0.0
2953,bejis_2022,train,2022-08-17T14:00:00.000000000,2022-08-20T06:00:00.000000000,0.0,0.0
2954,bejis_2022,train,2022-08-17T15:00:00.000000000,2022-08-20T07:00:00.000000000,0.0,0.0
2955,bejis_2022,train,2022-08-17T16:00:00.000000000,2022-08-20T08:00:00.000000000,0.0,0.0
2956,bejis_2022,train,2022-08-17T17:00:00.000000000,2022-08-20T09:00:00.000000000,0.0,0.0
2957,bejis_2022,train,2022-08-17T18:00:00.000000000,2022-08-20T10:00:00.000000000,0.0,0.0
2958,bejis_2022,train,2022-08-17T19:00:00.000000000,2022-08-20T11:00:00.000000000,0.0,0.0
2959,bejis_2022,train,2022-08-17T20:00:00.000000000,2022-08-20T12:00:00.000000000,0.0,0.0
2960,bejis_2022,train,2022-08-17T21:00:00.000000000,2022-08-20T15:00:00.000000000,0.0,0.0
2961,bejis_2022,train,2022-08-17T22:00:00.000000000,2022-08-20T16:00:00.000000000,0.0,0.0
2962,bejis_2022,train,2022-08-17T23:00:00.000000000,2022-08-20T17:00:00.000000000,0.0,0.0
2963,bejis_2022,train,2022-08-18T00:00:00.000000000,2022-08-20T18:00:00.000000000,0.0,0.0
2964,bejis_2022,train,2022-08-18T01:00:00.000000000,2022-08-20T19:00:00.000000000,0.0,0.0
2965,bejis_2022,train,2022-08-18T02:00:00.000000000,2022-08-20T20:00:00.000000000,0.0,0.0
2966,bejis_2022,train,2022-08-18T03:00:00.000000000,2022-08-20T21:00:00.000000000,0.0,0.0
2967,bejis_2022,train,2022-08-18T04:00:00.000000000,2022-08-20T22:00:00.000000000,0.0,0.0
2968,bejis_2022,train,2022-08-18T05:00:00.000000000,2022-08-20T23:00:00.000000000,0.0,0.0
2969,bejis_2022,train,2022-08-18T06:00:00.000000000,2022-08-21T00:00:00.000000000,0.0,0.0
2970,bejis_2022,train,2022-08-18T07:00:00.000000000,2022-08-21T01:00:00.000000000,0.0,0.0
2971,bejis_2022,train,2022-08-18T09:00:00.000000000,2022-08-21T02:00:00.000000000,0.0,0.0
2972,bejis_2022,train,2022-08-18T10:00:00.000000000,2022-08-21T03:00:00.000000000,0.0,0.0
2973,bejis_2022,train,2022-08-18T12:00:00.000000000,2022-08-21T04:00:00.000000000,0.0,0.0
2974,bejis_2022,train,2022-08-18T13:00:00.000000000,2022-08-21T05:00:00.000000000,0.0,0.0
2975,bejis_2022,train,2022-08-18T17:00:00.000000000,2022-08-21T06:00:00.000000000,0.0,0.0
2976,bejis_2022,train,2022-08-18T18:00:00.000000000,2022-08-21T07:00:00.000000000,0.0,0.0
2977,bejis_2022,train,2022-08-18T19:00:00.000000000,2022-08-21T08:00:00.000000000,4.733333110809326,56.79999923706055
2978,bejis_2022,train,2022-08-18T20:00:00.000000000,2022-08-21T09:00:00.000000000,21.558332443237305,201.89999389648438
2979,bejis_2022,train,2022-08-18T21:00:00.000000000,2022-08-21T10:00:00.000000000,43.22499465942383,260.0
2980,bejis_2022,train,2022-08-18T22:00:00.000000000,2022-08-21T11:00:00.000000000,43.22499465942383,260.0
2981,bejis_2022,train,2022-08-18T23:00:00.000000000,2022-08-21T12:00:00.000000000,43.22499465942383,260.0
2982,bejis_2022,train,2022-08-19T00:00:00.000000000,2022-08-21T13:00:00.000000000,43.22499465942383,260.0
2983,bejis_2022,train,2022-08-19T01:00:00.000000000,2022-08-21T14:00:00.000000000,43.22500228881836,260.0
2984,bejis_2022,train,2022-08-19T02:00:00.000000000,2022-08-21T15:00:00.000000000,43.22499465942383,260.0
2985,bejis_2022,train,2022-08-19T03:00:00.000000000,2022-08-21T16:00:00.000000000,43.22500228881836,260.0
2986,bejis_2022,train,2022-08-19T04:00:00.000000000,2022-08-21T17:00:00.000000000,43.22499465942383,260.0
2987,bejis_2022,train,2022-08-19T05:00:00.000000000,2022-08-21T18:00:00.000000000,43.22500228881836,260.0
2988,bejis_2022,train,2022-08-19T06:00:00.000000000,2022-08-21T19:00:00.000000000,43.22499465942383,260.0
2989,bejis_2022,train,2022-08-19T07:00:00.000000000,2022-08-21T20:00:00.000000000,38.49166488647461,260.0
2990,bejis_2022,train,2022-08-19T08:00:00.000000000,2022-08-21T21:00:00.000000000,21.66666603088379,260.0
2991,bejis_2022,train,2022-08-19T09:00:00.000000000,2022-08-21T22:00:00.000000000,0.0,0.0
2992,bejis_2022,train,2022-08-19T10:00:00.000000000,2022-08-21T23:00:00.000000000,0.0,0.0
2993,flix_2019,train,2019-06-23T00:00:00.000000000,2019-06-25T11:00:00.000000000,0.0,0.0
2994,flix_2019,train,2019-06-23T01:00:00.000000000,2019-06-25T12:00:00.000000000,0.0,0.0
2995,flix_2019,train,2019-06-23T02:00:00.000000000,2019-06-25T13:00:00.000000000,0.0,0.0
2996,flix_2019,train,2019-06-23T03:00:00.000000000,2019-06-25T14:00:00.000000000,0.0,0.0
2997,flix_2019,train,2019-06-23T04:00:00.000000000,2019-06-25T15:00:00.000000000,0.0,0.0
2998,flix_2019,train,2019-06-23T05:00:00.000000000,2019-06-25T16:00:00.000000000,0.0,0.0
2999,flix_2019,train,2019-06-23T06:00:00.000000000,2019-06-25T17:00:00.000000000,0.0,0.0
3000,flix_2019,train,2019-06-23T07:00:00.000000000,2019-06-25T18:00:00.000000000,0.0,0.0
3001,flix_2019,train,2019-06-23T08:00:00.000000000,2019-06-25T19:00:00.000000000,0.0,0.0
3002,flix_2019,train,2019-06-23T09:00:00.000000000,2019-06-25T20:00:00.000000000,0.0,0.0
3003,flix_2019,train,2019-06-23T10:00:00.000000000,2019-06-25T21:00:00.000000000,0.0,0.0
3004,flix_2019,train,2019-06-23T11:00:00.000000000,2019-06-25T22:00:00.000000000,0.0,0.0
3005,flix_2019,train,2019-06-23T12:00:00.000000000,2019-06-25T23:00:00.000000000,0.0,0.0
3006,flix_2019,train,2019-06-23T13:00:00.000000000,2019-06-26T00:00:00.000000000,0.0,0.0
3007,flix_2019,train,2019-06-23T14:00:00.000000000,2019-06-26T01:00:00.000000000,0.0,0.0
3008,flix_2019,train,2019-06-23T15:00:00.000000000,2019-06-26T02:00:00.000000000,0.0,0.0
3009,flix_2019,train,2019-06-23T16:00:00.000000000,2019-06-26T03:00:00.000000000,0.0,0.0
3010,flix_2019,train,2019-06-23T17:00:00.000000000,2019-06-26T05:00:00.000000000,0.0,0.0
3011,flix_2019,train,2019-06-23T18:00:00.000000000,2019-06-26T06:00:00.000000000,0.0,0.0
3012,flix_2019,train,2019-06-23T19:00:00.000000000,2019-06-26T07:00:00.000000000,0.0,0.0
3013,flix_2019,train,2019-06-23T20:00:00.000000000,2019-06-26T08:00:00.000000000,0.0,0.0
3014,flix_2019,train,2019-06-23T21:00:00.000000000,2019-06-26T09:00:00.000000000,0.0,0.0
3015,flix_2019,train,2019-06-23T22:00:00.000000000,2019-06-26T10:00:00.000000000,0.0,0.0
3016,flix_2019,train,2019-06-23T23:00:00.000000000,2019-06-26T11:00:00.000000000,0.0,0.0
3017,flix_2019,train,2019-06-24T00:00:00.000000000,2019-06-26T12:00:00.000000000,44.27499771118164,531.2999877929688
3018,flix_2019,train,2019-06-24T01:00:00.000000000,2019-06-26T13:00:00.000000000,228.32501220703125,2208.60009765625
3019,flix_2019,train,2019-06-24T02:00:00.000000000,2019-06-26T14:00:00.000000000,856.925048828125,7543.2001953125
3020,flix_2019,train,2019-06-24T03:00:00.000000000,2019-06-26T15:00:00.000000000,1094.875,7543.2001953125
3021,flix_2019,train,2019-06-24T04:00:00.000000000,2019-06-26T16:00:00.000000000,1795.2666015625,8404.7001953125
3022,flix_2019,train,2019-06-24T05:00:00.000000000,2019-06-26T17:00:00.000000000,2421.208251953125,8404.7001953125
3023,flix_2019,train,2019-06-24T06:00:00.000000000,2019-06-26T18:00:00.000000000,2579.783447265625,8404.7001953125
3024,flix_2019,train,2019-06-24T07:00:00.000000000,2019-06-26T19:00:00.000000000,2732.0,8404.7001953125
3025,flix_2019,train,2019-06-24T08:00:00.000000000,2019-06-26T20:00:00.000000000,2757.650146484375,8404.7001953125
3026,flix_2019,train,2019-06-24T09:00:00.000000000,2019-06-26T21:00:00.000000000,2832.066650390625,8404.7001953125
3027,flix_2019,train,2019-06-24T10:00:00.000000000,2019-06-26T22:00:00.000000000,2893.516845703125,8404.7001953125
3028,flix_2019,train,2019-06-24T11:00:00.000000000,2019-06-26T23:00:00.000000000,2919.758056640625,8404.7001953125
3029,flix_2019,train,2019-06-24T12:00:00.000000000,2019-06-27T00:00:00.000000000,2875.483154296875,8404.7001953125
3030,flix_2019,train,2019-06-24T13:00:00.000000000,2019-06-27T01:00:00.000000000,2691.433349609375,8404.7001953125
3031,flix_2019,train,2019-06-24T14:00:00.000000000,2019-06-27T02:00:00.000000000,2062.83349609375,8404.7001953125
3032,flix_2019,train,2019-06-24T15:00:00.000000000,2019-06-27T03:00:00.000000000,1824.88330078125,8404.7001953125
3033,flix_2019,train,2019-06-24T16:00:00.000000000,2019-06-27T04:00:00.000000000,1124.4915771484375,7511.2998046875
3034,flix_2019,train,2019-06-24T17:00:00.000000000,2019-06-27T06:00:00.000000000,498.5499572753906,1902.9000244140625
3035,flix_2019,train,2019-06-24T18:00:00.000000000,2019-06-27T07:00:00.000000000,339.9749755859375,1826.5999755859375
3036,flix_2019,train,2019-06-24T19:00:00.000000000,2019-06-27T09:00:00.000000000,233.19166564941406,893.0
3037,flix_2019,train,2019-06-24T20:00:00.000000000,2019-06-27T10:00:00.000000000,589.058349609375,4578.2001953125
3038,flix_2019,train,2019-06-24T21:00:00.000000000,2019-06-27T11:00:00.000000000,1042.5833740234375,6335.2998046875
3039,flix_2019,train,2019-06-24T22:00:00.000000000,2019-06-27T12:00:00.000000000,1795.9000244140625,9777.2001953125
3040,flix_2019,train,2019-06-24T23:00:00.000000000,2019-06-27T13:00:00.000000000,2732.566650390625,11554.900390625
3041,flix_2019,train,2019-06-25T00:00:00.000000000,2019-06-27T14:00:00.000000000,3650.18359375,11554.900390625
3042,flix_2019,train,2019-06-25T01:00:00.000000000,2019-06-27T15:00:00.000000000,5339.05029296875,20266.400390625
3043,flix_2019,train,2019-06-25T02:00:00.000000000,2019-06-27T16:00:00.000000000,6179.94189453125,20266.400390625
3044,flix_2019,train,2019-06-25T03:00:00.000000000,2019-06-27T17:00:00.000000000,6381.55029296875,20266.400390625
3045,flix_2019,train,2019-06-25T04:00:00.000000000,2019-06-27T18:00:00.000000000,6391.67529296875,20266.400390625
3046,flix_2019,train,2019-06-25T05:00:00.000000000,2019-06-27T19:00:00.000000000,6391.67529296875,20266.400390625
3047,flix_2019,train,2019-06-25T06:00:00.000000000,2019-06-27T20:00:00.000000000,6391.67529296875,20266.400390625
3048,flix_2019,train,2019-06-25T07:00:00.000000000,2019-06-27T21:00:00.000000000,6346.2421875,20266.400390625
3049,flix_2019,train,2019-06-25T08:00:00.000000000,2019-06-27T22:00:00.000000000,5964.72509765625,20266.400390625
3050,flix_2019,train,2019-06-25T09:00:00.000000000,2019-06-27T23:00:00.000000000,5436.78369140625,20266.400390625
3051,flix_2019,train,2019-06-25T10:00:00.000000000,2019-06-28T00:00:00.000000000,4622.01708984375,20266.400390625
3052,flix_2019,train,2019-06-25T11:00:00.000000000,2019-06-28T01:00:00.000000000,3659.1083984375,20266.400390625
3053,flix_2019,train,2019-06-25T12:00:00.000000000,2019-06-28T02:00:00.000000000,2741.491943359375,20266.400390625
3054,flix_2019,train,2019-06-25T13:00:00.000000000,2019-06-28T03:00:00.000000000,1052.625,10090.7001953125
3055,flix_2019,train,2019-06-25T14:00:00.000000000,2019-06-28T04:00:00.000000000,211.73333740234375,2419.300048828125
3056,flix_2019,train,2019-06-25T15:00:00.000000000,2019-06-28T05:00:00.000000000,10.125,121.5
3057,flix_2019,train,2019-06-25T16:00:00.000000000,2019-06-28T06:00:00.000000000,0.0,0.0
3058,flix_2019,train,2019-06-25T17:00:00.000000000,2019-06-28T07:00:00.000000000,0.0,0.0
3059,flix_2019,train,2019-06-25T18:00:00.000000000,2019-06-28T08:00:00.000000000,0.0,0.0
3060,flix_2019,train,2019-06-25T19:00:00.000000000,2019-06-28T09:00:00.000000000,0.0,0.0
3061,flix_2019,train,2019-06-25T20:00:00.000000000,2019-06-28T10:00:00.000000000,0.0,0.0
3062,flix_2019,train,2019-06-25T21:00:00.000000000,2019-06-28T11:00:00.000000000,0.0,0.0
3063,flix_2019,train,2019-06-25T22:00:00.000000000,2019-06-28T12:00:00.000000000,0.0,0.0
3064,flix_2019,train,2019-06-25T23:00:00.000000000,2019-06-28T13:00:00.000000000,0.0,0.0
3065,flix_2019,train,2019-06-26T00:00:00.000000000,2019-06-28T14:00:00.000000000,0.0,0.0
3066,flix_2019,train,2019-06-26T01:00:00.000000000,2019-06-28T15:00:00.000000000,3.3916666507720947,40.70000076293945
3067,flix_2019,train,2019-06-26T02:00:00.000000000,2019-06-28T16:00:00.000000000,3.3916666507720947,40.70000076293945
3068,flix_2019,train,2019-06-26T03:00:00.000000000,2019-06-28T17:00:00.000000000,3.3916666507720947,40.70000076293945
3069,flix_2019,train,2019-06-26T05:00:00.000000000,2019-06-28T18:00:00.000000000,3.3916666507720947,40.70000076293945
3070,flix_2019,train,2019-06-26T06:00:00.000000000,2019-06-28T19:00:00.000000000,3.3916666507720947,40.70000076293945
3071,flix_2019,train,2019-06-26T07:00:00.000000000,2019-06-28T20:00:00.000000000,3.3916666507720947,40.70000076293945
3072,flix_2019,train,2019-06-26T08:00:00.000000000,2019-06-28T21:00:00.000000000,3.3916666507720947,40.70000076293945
3073,flix_2019,train,2019-06-26T09:00:00.000000000,2019-06-28T22:00:00.000000000,3.3916666507720947,40.70000076293945
3074,flix_2019,train,2019-06-26T10:00:00.000000000,2019-06-28T23:00:00.000000000,3.3916666507720947,40.70000076293945
3075,flix_2019,train,2019-06-26T11:00:00.000000000,2019-06-29T00:00:00.000000000,3.3916666507720947,40.70000076293945
3076,flix_2019,train,2019-06-26T12:00:00.000000000,2019-06-29T01:00:00.000000000,3.3916666507720947,40.70000076293945
3077,flix_2019,train,2019-06-26T13:00:00.000000000,2019-06-29T02:00:00.000000000,3.3916666507720947,40.70000076293945
3078,flix_2019,train,2019-06-26T14:00:00.000000000,2019-06-29T03:00:00.000000000,0.0,0.0
3079,flix_2019,train,2019-06-26T15:00:00.000000000,2019-06-29T04:00:00.000000000,0.0,0.0
3080,flix_2019,train,2019-06-26T16:00:00.000000000,2019-06-29T05:00:00.000000000,0.0,0.0
3081,flix_2019,train,2019-06-26T17:00:00.000000000,2019-06-29T06:00:00.000000000,0.0,0.0
3082,flix_2019,train,2019-06-26T18:00:00.000000000,2019-06-29T07:00:00.000000000,0.0,0.0
3083,flix_2019,train,2019-06-26T19:00:00.000000000,2019-06-29T08:00:00.000000000,0.0,0.0
3084,flix_2019,train,2019-06-26T20:00:00.000000000,2019-06-29T09:00:00.000000000,0.0,0.0
3085,flix_2019,train,2019-06-26T21:00:00.000000000,2019-06-29T10:00:00.000000000,0.0,0.0
3086,flix_2019,train,2019-06-26T22:00:00.000000000,2019-06-29T11:00:00.000000000,0.0,0.0
3087,flix_2019,train,2019-06-26T23:00:00.000000000,2019-06-29T12:00:00.000000000,0.0,0.0
3088,flix_2019,train,2019-06-27T00:00:00.000000000,2019-06-29T13:00:00.000000000,0.0,0.0
3089,flix_2019,train,2019-06-27T01:00:00.000000000,2019-06-29T14:00:00.000000000,0.0,0.0
3090,flix_2019,train,2019-06-27T02:00:00.000000000,2019-06-29T15:00:00.000000000,0.0,0.0
3091,flix_2019,train,2019-06-27T03:00:00.000000000,2019-06-29T16:00:00.000000000,0.0,0.0
3092,flix_2019,train,2019-06-27T04:00:00.000000000,2019-06-29T17:00:00.000000000,0.0,0.0
3093,flix_2019,train,2019-06-27T06:00:00.000000000,2019-06-29T18:00:00.000000000,0.0,0.0
3094,flix_2019,train,2019-06-27T07:00:00.000000000,2019-06-29T19:00:00.000000000,0.0,0.0
3095,flix_2019,train,2019-06-27T09:00:00.000000000,2019-06-29T20:00:00.000000000,0.0,0.0
3096,flix_2019,train,2019-06-27T10:00:00.000000000,2019-06-29T21:00:00.000000000,0.0,0.0
3097,flix_2019,train,2019-06-27T11:00:00.000000000,2019-06-29T22:00:00.000000000,0.0,0.0
3098,flix_2019,train,2019-06-27T12:00:00.000000000,2019-06-29T23:00:00.000000000,0.0,0.0
3099,flix_2019,train,2019-06-27T13:00:00.000000000,2019-06-30T00:00:00.000000000,0.0,0.0
3100,flix_2019,train,2019-06-27T14:00:00.000000000,2019-06-30T01:00:00.000000000,0.0,0.0
3101,flix_2019,train,2019-06-27T15:00:00.000000000,2019-06-30T02:00:00.000000000,0.0,0.0
3102,flix_2019,train,2019-06-27T16:00:00.000000000,2019-06-30T03:00:00.000000000,0.0,0.0
3103,flix_2019,train,2019-06-27T17:00:00.000000000,2019-06-30T04:00:00.000000000,0.0,0.0
3104,flix_2019,train,2019-06-27T18:00:00.000000000,2019-06-30T05:00:00.000000000,0.0,0.0
3105,flix_2019,train,2019-06-27T19:00:00.000000000,2019-06-30T06:00:00.000000000,0.0,0.0
3106,flix_2019,train,2019-06-27T20:00:00.000000000,2019-06-30T07:00:00.000000000,0.0,0.0
3107,flix_2019,train,2019-06-27T21:00:00.000000000,2019-06-30T08:00:00.000000000,0.0,0.0
3108,flix_2019,train,2019-06-27T22:00:00.000000000,2019-06-30T09:00:00.000000000,0.0,0.0
3109,flix_2019,train,2019-06-27T23:00:00.000000000,2019-06-30T10:00:00.000000000,0.0,0.0
3110,flix_2019,train,2019-06-28T00:00:00.000000000,2019-06-30T11:00:00.000000000,0.0,0.0
3111,flix_2019,train,2019-06-28T01:00:00.000000000,2019-06-30T12:00:00.000000000,0.0,0.0
3112,flix_2019,train,2019-06-28T02:00:00.000000000,2019-06-30T13:00:00.000000000,0.0,0.0
3113,flix_2019,train,2019-06-28T03:00:00.000000000,2019-06-30T14:00:00.000000000,0.0,0.0
3114,flix_2019,train,2019-06-28T04:00:00.000000000,2019-06-30T15:00:00.000000000,0.0,0.0
3115,flix_2019,train,2019-06-28T05:00:00.000000000,2019-06-30T16:00:00.000000000,0.0,0.0
3116,flix_2019,train,2019-06-28T06:00:00.000000000,2019-06-30T17:00:00.000000000,0.0,0.0
3117,flix_2019,train,2019-06-28T07:00:00.000000000,2019-06-30T18:00:00.000000000,0.0,0.0
3118,flix_2019,train,2019-06-28T08:00:00.000000000,2019-06-30T19:00:00.000000000,0.0,0.0
3119,flix_2019,train,2019-06-28T09:00:00.000000000,2019-06-30T20:00:00.000000000,0.0,0.0
3120,flix_2019,train,2019-06-28T10:00:00.000000000,2019-06-30T21:00:00.000000000,0.0,0.0
3121,flix_2019,train,2019-06-28T11:00:00.000000000,2019-06-30T22:00:00.000000000,0.0,0.0
3122,flix_2019,train,2019-06-28T12:00:00.000000000,2019-06-30T23:00:00.000000000,0.0,0.0
3123,flix_2019,train,2019-06-28T13:00:00.000000000,2019-07-01T00:00:00.000000000,0.0,0.0
3124,flix_2019,train,2019-06-28T14:00:00.000000000,2019-07-01T01:00:00.000000000,0.0,0.0
3125,flix_2019,train,2019-06-28T15:00:00.000000000,2019-07-01T02:00:00.000000000,0.0,0.0
3126,flix_2019,train,2019-06-28T16:00:00.000000000,2019-07-01T03:00:00.000000000,0.0,0.0
3127,flix_2019,train,2019-06-28T17:00:00.000000000,2019-07-01T04:00:00.000000000,0.0,0.0
3128,flix_2019,train,2019-06-28T18:00:00.000000000,2019-07-01T05:00:00.000000000,0.0,0.0
3129,flix_2019,train,2019-06-28T19:00:00.000000000,2019-07-01T06:00:00.000000000,0.0,0.0
3130,flix_2019,train,2019-06-28T20:00:00.000000000,2019-07-01T07:00:00.000000000,0.0,0.0
3131,flix_2019,train,2019-06-28T21:00:00.000000000,2019-07-01T08:00:00.000000000,0.0,0.0
3132,flix_2019,train,2019-06-28T22:00:00.000000000,2019-07-01T10:00:00.000000000,0.0,0.0
3133,flix_2019,train,2019-06-28T23:00:00.000000000,2019-07-01T11:00:00.000000000,0.0,0.0
3134,flix_2019,train,2019-06-29T00:00:00.000000000,2019-07-01T12:00:00.000000000,0.0,0.0
3135,flix_2019,train,2019-06-29T01:00:00.000000000,2019-07-01T13:00:00.000000000,0.0,0.0
3136,flix_2019,train,2019-06-29T02:00:00.000000000,2019-07-01T14:00:00.000000000,0.0,0.0
3137,flix_2019,train,2019-06-29T03:00:00.000000000,2019-07-01T15:00:00.000000000,0.0,0.0
3138,flix_2019,train,2019-06-29T04:00:00.000000000,2019-07-01T16:00:00.000000000,0.0,0.0
3139,flix_2019,train,2019-06-29T05:00:00.000000000,2019-07-01T17:00:00.000000000,0.0,0.0
3140,flix_2019,train,2019-06-29T06:00:00.000000000,2019-07-01T18:00:00.000000000,0.0,0.0
3141,flix_2019,train,2019-06-29T07:00:00.000000000,2019-07-01T19:00:00.000000000,0.0,0.0
3142,flix_2019,train,2019-06-29T08:00:00.000000000,2019-07-01T20:00:00.000000000,0.0,0.0
3143,flix_2019,train,2019-06-29T09:00:00.000000000,2019-07-01T21:00:00.000000000,0.0,0.0
3144,flix_2019,train,2019-06-29T10:00:00.000000000,2019-07-01T22:00:00.000000000,0.0,0.0
3145,flix_2019,train,2019-06-29T11:00:00.000000000,2019-07-01T23:00:00.000000000,0.0,0.0
3146,flix_2019,train,2019-06-29T12:00:00.000000000,2019-07-02T00:00:00.000000000,0.0,0.0
3147,flix_2019,train,2019-06-29T13:00:00.000000000,2019-07-02T03:00:00.000000000,0.0,0.0
3148,flix_2019,train,2019-06-29T14:00:00.000000000,2019-07-02T04:00:00.000000000,0.0,0.0
3149,flix_2019,train,2019-06-29T15:00:00.000000000,2019-07-02T05:00:00.000000000,0.0,0.0
3150,flix_2019,train,2019-06-29T16:00:00.000000000,2019-07-02T06:00:00.000000000,0.0,0.0
3151,flix_2019,train,2019-06-29T17:00:00.000000000,2019-07-02T07:00:00.000000000,0.0,0.0
3152,flix_2019,train,2019-06-29T18:00:00.000000000,2019-07-02T08:00:00.000000000,0.0,0.0
3153,flix_2019,train,2019-06-29T19:00:00.000000000,2019-07-02T09:00:00.000000000,0.0,0.0
3154,flix_2019,train,2019-06-29T20:00:00.000000000,2019-07-02T10:00:00.000000000,0.0,0.0
3155,flix_2019,train,2019-06-29T21:00:00.000000000,2019-07-02T11:00:00.000000000,0.0,0.0
3156,flix_2019,train,2019-06-29T22:00:00.000000000,2019-07-02T12:00:00.000000000,0.0,0.0
3157,flix_2019,train,2019-06-29T23:00:00.000000000,2019-07-02T14:00:00.000000000,0.0,0.0
3158,flix_2019,train,2019-06-30T00:00:00.000000000,2019-07-02T16:00:00.000000000,0.0,0.0
3159,flix_2019,train,2019-06-30T01:00:00.000000000,2019-07-02T17:00:00.000000000,0.0,0.0
3160,flix_2019,train,2019-06-30T02:00:00.000000000,2019-07-02T18:00:00.000000000,0.0,0.0
3161,flix_2019,train,2019-06-30T03:00:00.000000000,2019-07-02T19:00:00.000000000,0.0,0.0
3162,flix_2019,train,2019-06-30T04:00:00.000000000,2019-07-02T20:00:00.000000000,0.0,0.0
3163,flix_2019,train,2019-06-30T05:00:00.000000000,2019-07-02T21:00:00.000000000,0.0,0.0
3164,flix_2019,train,2019-06-30T06:00:00.000000000,2019-07-02T22:00:00.000000000,0.0,0.0
3165,flix_2019,train,2019-06-30T07:00:00.000000000,2019-07-02T23:00:00.000000000,0.0,0.0
3166,flix_2019,train,2019-06-30T08:00:00.000000000,2019-07-03T00:00:00.000000000,0.0,0.0
3167,flix_2019,train,2019-06-30T09:00:00.000000000,2019-07-03T01:00:00.000000000,0.0,0.0
3168,flix_2019,train,2019-06-30T10:00:00.000000000,2019-07-03T02:00:00.000000000,0.0,0.0
3169,flix_2019,train,2019-06-30T11:00:00.000000000,2019-07-03T03:00:00.000000000,0.0,0.0
3170,flix_2019,train,2019-06-30T12:00:00.000000000,2019-07-03T04:00:00.000000000,0.0,0.0
3171,flix_2019,train,2019-06-30T13:00:00.000000000,2019-07-03T05:00:00.000000000,0.0,0.0
3172,flix_2019,train,2019-06-30T14:00:00.000000000,2019-07-03T06:00:00.000000000,0.0,0.0
3173,flix_2019,train,2019-06-30T15:00:00.000000000,2019-07-03T07:00:00.000000000,0.0,0.0
3174,flix_2019,train,2019-06-30T16:00:00.000000000,2019-07-03T08:00:00.000000000,0.0,0.0
3175,flix_2019,train,2019-06-30T17:00:00.000000000,2019-07-03T09:00:00.000000000,0.0,0.0
3176,flix_2019,train,2019-06-30T18:00:00.000000000,2019-07-03T10:00:00.000000000,0.0,0.0
